Game Turn, Player, Action, Policy, Score, Turns
227, 1, Civic, CIVIC_MILITARY_TRAINING, 54.6, 1
227, 1, Civic, CIVIC_NAVAL_TRADITION, 80.6, 3
227, 1, Civic, CIVIC_MERCENARIES, 249.2, 4
227, 1, Civic, CIVIC_DIVINE_RIGHT, 162.7, 5
227, 1, Civic, CIVIC_EXPLORATION, 571.8, 10
227, 1, Civic, CIVIC_REFORMED_CHURCH, 264.0, 8
227, 1, Civic, CIVIC_COLONIALISM, 542.6, 3
227, 1, Civic, CIVIC_OPERA_BALLET, 510.9, 6
227, 1, Civic, CIVIC_NATURAL_HISTORY, 1005.3, 10
227, 1, Civic, CIVIC_SCORCHED_EARTH, 229.8, 16
227, 1, Civic, CIVIC_URBANIZATION, 1015.9, 16
227, 1, Civic, CIVIC_CONSERVATION, 1692.3, 29
227, 1, Civic, CIVIC_MASS_MEDIA, 1678.9, 47
227, 1, Civic, CIVIC_MOBILIZATION, 491.5, 37
227, 1, Policies, POLICY_DISCIPLINE, 37.0
227, 1, Policies, POLICY_URBAN_PLANNING, 220.0
227, 1, Policies, POLICY_STRATEGOS, 31.0
227, 1, Policies, POLICY_CONSCRIPTION, 15.0
227, 1, Policies, POLICY_COLONIZATION, 221.0
227, 1, Policies, POLICY_INSPIRATION, 97.0
227, 1, Policies, POLICY_CHARISMATIC_LEADER, 30.0
227, 1, Policies, POLICY_DIPLOMATIC_LEAGUE, 400.0
227, 1, Policies, POLICY_LITERARY_TRADITION, 69.0
227, 1, Policies, POLICY_LIMES, 124.0
227, 1, Policies, POLICY_NATURAL_PHILOSOPHY, 424.0
227, 1, Policies, POLICY_SCRIPTURE, 273.0
227, 1, Policies, POLICY_RETAINERS, 171.0
227, 1, Policies, POLICY_MERITOCRACY, 332.0
227, 1, Policies, POLICY_MERCHANT_CONFEDERATION, 308.0
227, 1, Policies, POLICY_AESTHETICS, 181.0
227, 1, Policies, POLICY_MEDINA_QUARTER, 30.0
227, 1, Policies, POLICY_TRAVELING_MERCHANTS, 56.0
227, 1, Policies, POLICY_INVENTION, 69.0
227, 1, Policies, POLICY_FRESCOES, 69.0
227, 1, Policies, POLICY_MACHIAVELLIANISM, 147.0
227, 1, Policies, POLICY_LOGISTICS, 46.0
227, 1, Policies, POLICY_TRIANGULAR_TRADE, 136.0
227, 1, Policies, POLICY_RATIONALISM, 1185.0
